Buyer_ID,Buyer_Name,Gender,Age,Occupation,Marital_Status,City,State
447,Raj,Male,46,Teacher,Single,Mumbai,Karnataka
448,Ananya,Female,20,Student,Married,Kolkata,Maharashtra
449,Manish,Female,30,Teacher,Married,Chennai,West Bengal
450,Ananya,Female,27,Doctor,Married,Chennai,Maharashtra
451,Ananya,Female,53,Doctor,Single,Delhi,West Bengal
452,Ananya,Male,26,Business,Single,Delhi,Tamil Nadu
453,Ananya,Female,44,Teacher,Single,Delhi,Karnataka
454,Ananya,Female,51,Doctor,Married,Mumbai,West Bengal
455,Vikram,Female,18,IT Employee,Married,Kolkata,Maharashtra
456,Arun,Male,49,Business,Single,Chennai,Karnataka
457,Ajay,Male,42,Student,Single,Bangalore,Karnataka
458,Priya,Male,46,Business,Married,Mumbai,West Bengal
459,Raj,Male,24,IT Employee,Single,Chennai,West Bengal
460,Raj,Male,20,Teacher,Married,Kolkata,Delhi
461,Diya,Male,37,IT Employee,Single,Mumbai,Delhi
462,Vikram,Male,37,IT Employee,Single,Chennai,Karnataka
463,Ananya,Female,47,IT Employee,Single,Mumbai,Delhi
464,Aarav,Female,52,Business,Married,Chennai,Maharashtra
465,Sneha,Female,52,Doctor,Married,Chennai,Tamil Nadu
466,Manish,Male,56,Business,Single,Kolkata,Karnataka
467,Priya,Male,44,IT Employee,Married,Bangalore,Tamil Nadu
468,Aarav,Male,43,Doctor,Married,Kolkata,Delhi
469,Vikram,Male,31,Business,Married,Chennai,West Bengal
470,Sneha,Male,34,Teacher,Married,Mumbai,Karnataka
471,Vikram,Female,35,IT Employee,Single,Kolkata,Delhi
472,Priya,Female,46,IT Employee,Married,Bangalore,Maharashtra
473,Raj,Male,37,IT Employee,Married,Chennai,Karnataka
474,Sneha,Male,44,Doctor,Single,Kolkata,Karnataka
475,Raj,Male,35,Student,Married,Kolkata,West Bengal
476,Priya,Male,21,Doctor,Married,Kolkata,Karnataka
477,Aarav,Female,18,Business,Married,Kolkata,West Bengal
478,Priya,Male,18,Student,Single,Mumbai,Delhi
479,Aarav,Male,43,Business,Single,Bangalore,Maharashtra
480,Sneha,Male,37,Student,Married,Bangalore,Maharashtra
481,Sneha,Male,40,Doctor,Married,Chennai,Karnataka
482,Ananya,Female,27,IT Employee,Single,Delhi,Karnataka
483,Vikram,Male,28,Teacher,Single,Mumbai,Delhi
484,Ananya,Male,58,IT Employee,Single,Chennai,West Bengal
485,Vikram,Female,58,Doctor,Married,Chennai,Maharashtra
486,Ananya,Female,22,Student,Married,Kolkata,West Bengal
487,Raj,Female,18,IT Employee,Single,Delhi,Delhi
488,Sneha,Male,34,Doctor,Married,Delhi,Maharashtra
489,Aarav,Male,39,Business,Married,Mumbai,Maharashtra
490,Vikram,Female,51,Teacher,Married,Delhi,Tamil Nadu
491,Priya,Female,58,IT Employee,Married,Chennai,Delhi
492,Vikram,Female,46,Student,Married,Delhi,Delhi
493,Aarav,Female,21,Business,Married,Delhi,Tamil Nadu
494,Ananya,Female,22,Doctor,Married,Bangalore,West Bengal
495,Vikram,Female,28,Teacher,Single,Chennai,Tamil Nadu
496,Manish,Male,38,Student,Single,Delhi,Delhi
497,Raj,Male,52,Doctor,Single,Delhi,West Bengal
498,Sneha,Male,29,Doctor,Single,Kolkata,Maharashtra
499,Aarav,Female,43,IT Employee,Single,Delhi,Tamil Nadu
500,Sneha,Female,36,IT Employee,Single,Delhi,West Bengal
501,Manish,Female,24,Student,Single,Bangalore,West Bengal
502,Vikram,Female,24,Doctor,Single,Chennai,West Bengal
503,Vikram,Female,43,IT Employee,Single,Mumbai,Delhi
504,Priya,Female,57,Teacher,Married,Chennai,Maharashtra
505,Manish,Male,22,Teacher,Married,Kolkata,West Bengal
506,Aarav,Male,38,Doctor,Single,Chennai,Tamil Nadu
507,Priya,Female,31,IT Employee,Married,Delhi,Delhi
508,Raj,Male,21,Student,Married,Kolkata,Tamil Nadu
509,Priya,Female,40,Student,Single,Chennai,Tamil Nadu
510,Diya,Male,59,Student,Single,Kolkata,Tamil Nadu
511,Aarav,Female,37,Teacher,Single,Mumbai,West Bengal
512,Diya,Female,32,IT Employee,Single,Chennai,Tamil Nadu
513,Manish,Male,46,IT Employee,Married,Delhi,Delhi
514,Ananya,Male,25,Teacher,Single,Kolkata,West Bengal
515,Diya,Female,58,Student,Married,Bangalore,Delhi
516,Raj,Female,36,Student,Married,Kolkata,Karnataka
517,Priya,Male,56,Doctor,Married,Bangalore,Tamil Nadu
518,Ananya,Male,45,Business,Single,Bangalore,West Bengal
519,Priya,Female,44,IT Employee,Married,Mumbai,West Bengal
520,Diya,Male,21,IT Employee,Married,Bangalore,Tamil Nadu
521,Priya,Female,32,IT Employee,Married,Mumbai,Maharashtra
522,Manish,Female,52,Business,Married,Kolkata,Maharashtra
523,Ananya,Female,54,Doctor,Married,Delhi,Delhi
524,Manish,Female,18,Business,Married,Bangalore,Tamil Nadu
525,Diya,Male,20,Student,Married,Kolkata,Tamil Nadu
526,Manish,Male,41,Student,Single,Chennai,Karnataka
527,Raj,Male,44,IT Employee,Single,Kolkata,Maharashtra
528,Diya,Male,57,Teacher,Married,Mumbai,Maharashtra
529,Diya,Male,53,IT Employee,Single,Delhi,Tamil Nadu
530,Diya,Male,51,Teacher,Married,Delhi,Delhi
531,Aarav,Male,46,Business,Married,Kolkata,Tamil Nadu
532,Priya,Female,41,Student,Married,Chennai,Delhi
533,Aarav,Male,41,Teacher,Single,Mumbai,Maharashtra
534,Aarav,Male,59,Business,Married,Kolkata,Karnataka
535,Raj,Female,21,Student,Married,Kolkata,West Bengal
536,Ananya,Male,20,Teacher,Single,Delhi,Maharashtra
537,Priya,Male,51,IT Employee,Single,Mumbai,Delhi
538,Manish,Female,40,IT Employee,Married,Chennai,Tamil Nadu
539,Vikram,Male,40,IT Employee,Single,Delhi,Maharashtra
540,Diya,Male,22,Business,Single,Kolkata,Karnataka
541,Manish,Male,48,IT Employee,Married,Delhi,Delhi
542,Diya,Female,58,Doctor,Married,Delhi,Tamil Nadu
543,Raj,Male,23,Student,Married,Bangalore,West Bengal
544,Diya,Male,54,Business,Single,Delhi,Delhi
545,Aarav,Female,27,IT Employee,Single,Delhi,Tamil Nadu
546,Priya,Male,57,Student,Single,Mumbai,West Bengal
547,Vikram,Female,24,Teacher,Married,Delhi,Tamil Nadu
548,Sneha,Female,56,IT Employee,Single,Chennai,West Bengal
549,Diya,Male,55,Student,Single,Kolkata,West Bengal
550,Manish,Female,38,Doctor,Married,Mumbai,West Bengal
551,Aarav,Female,37,Teacher,Married,Delhi,Tamil Nadu
552,Sneha,Male,20,Doctor,Married,Chennai,West Bengal
553,Vikram,Female,39,Student,Single,Kolkata,Delhi
554,Sneha,Female,21,Doctor,Married,Mumbai,Karnataka
555,Aarav,Male,45,Student,Single,Chennai,Karnataka
556,Priya,Male,29,Student,Single,Delhi,West Bengal
557,Priya,Male,55,Doctor,Married,Bangalore,Karnataka
558,Ananya,Female,53,Student,Married,Bangalore,Karnataka
559,Priya,Male,58,IT Employee,Married,Mumbai,West Bengal
560,Ananya,Female,22,Student,Married,Chennai,Delhi
561,Sneha,Female,30,IT Employee,Married,Kolkata,Delhi
562,Raj,Female,40,IT Employee,Single,Chennai,Delhi
563,Basti,Female,47,IT Employee,Single,Bangalore,Tamil Nadu
564,Manish,Female,54,Student,Single,Mumbai,West Bengal
565,Sneha,Female,42,Student,Married,Delhi,West Bengal
566,Diya,Female,44,Doctor,Single,Chennai,Karnataka
567,Diya,Male,31,IT Employee,Married,Bangalore,Delhi
568,Priya,Male,53,IT Employee,Married,Kolkata,Karnataka
569,Manish,Female,56,Teacher,Single,Mumbai,West Bengal
570,Manish,Female,33,Doctor,Single,Delhi,West Bengal
571,Ananya,Male,39,Doctor,Married,Chennai,Karnataka
572,Raj,Female,38,IT Employee,Single,Kolkata,West Bengal
573,Aarav,Male,38,Doctor,Married,Delhi,Maharashtra
574,Diya,Male,25,IT Employee,Single,Bangalore,Tamil Nadu
575,Manish,Male,33,Doctor,Single,Bangalore,Tamil Nadu
576,Ananya,Female,48,Student,Single,Kolkata,Tamil Nadu
577,Vikram,Female,59,IT Employee,Single,Bangalore,Maharashtra
578,Ananya,Male,27,IT Employee,Single,Mumbai,West Bengal
579,Diya,Male,49,Business,Married,Kolkata,Karnataka
580,Diya,Male,51,Doctor,Single,Bangalore,Delhi
581,Ananya,Male,26,Doctor,Single,Chennai,West Bengal
582,Aarav,Male,34,IT Employee,Single,Bangalore,Maharashtra
583,Sneha,Female,28,Student,Married,Mumbai,Maharashtra
584,Diya,Male,49,Student,Married,Delhi,Tamil Nadu
585,Ananya,Female,27,Student,Married,Delhi,West Bengal
586,Manish,Male,39,Doctor,Married,Bangalore,Tamil Nadu
587,Ananya,Female,34,Business,Married,Delhi,Delhi
588,Raj,Female,21,IT Employee,Single,Bangalore,Tamil Nadu
589,Sneha,Female,42,Teacher,Single,Mumbai,Delhi
590,Vikram,Female,38,Business,Single,Delhi,Maharashtra
591,Aarav,Female,54,Teacher,Married,Chennai,Tamil Nadu
592,Priya,Female,55,Business,Married,Bangalore,Tamil Nadu
593,Vikram,Male,18,Student,Single,Delhi,Karnataka
594,Sneha,Female,42,Doctor,Married,Mumbai,Maharashtra
595,Sneha,Male,53,Teacher,Married,Mumbai,Karnataka
596,Sneha,Female,34,Business,Married,Chennai,Delhi
597,Vikram,Female,58,Doctor,Single,Mumbai,Delhi
598,Manish,Male,41,Teacher,Single,Mumbai,Maharashtra
599,Sneha,Female,19,IT Employee,Married,Delhi,Delhi
600,Ananya,Male,57,Business,Married,Bangalore,Maharashtra
601,Vikram,Male,32,IT Employee,Married,Kolkata,Delhi
602,Priya,Male,49,Student,Married,Mumbai,West Bengal
603,Sneha,Male,56,IT Employee,Single,Mumbai,Tamil Nadu
604,Ananya,Female,23,IT Employee,Married,Kolkata,West Bengal
605,Manish,Female,18,Business,Single,Mumbai,Maharashtra
606,Raj,Male,40,Student,Single,Delhi,Maharashtra
607,Manish,Female,56,IT Employee,Single,Delhi,West Bengal
608,Priya,Female,34,Doctor,Married,Kolkata,Tamil Nadu
609,Sneha,Male,51,Teacher,Single,Mumbai,Tamil Nadu
610,Priya,Female,58,IT Employee,Single,Mumbai,Karnataka
611,Vikram,Male,46,Student,Married,Bangalore,Delhi
612,Diya,Male,26,IT Employee,Married,Mumbai,Karnataka
613,Sneha,Female,30,Teacher,Married,Delhi,Tamil Nadu
614,Diya,Female,23,Student,Single,Chennai,West Bengal
615,Ananya,Female,23,Business,Married,Chennai,Delhi
616,Raj,Male,37,Student,Single,Chennai,West Bengal
617,Aarav,Male,20,Business,Single,Chennai,Karnataka
618,Priya,Female,34,Student,Married,Mumbai,Maharashtra
619,Manish,Female,29,Teacher,Single,Mumbai,West Bengal
620,Raj,Female,18,Teacher,Single,Bangalore,Karnataka
621,Sneha,Female,34,Student,Single,Mumbai,Karnataka
622,Diya,Male,20,IT Employee,Single,Chennai,Karnataka
623,Manish,Female,43,Teacher,Married,Kolkata,Maharashtra
624,Diya,Male,32,Business,Single,Kolkata,Maharashtra
625,Vikram,Male,53,Business,Married,Delhi,Maharashtra
626,Diya,Female,49,Doctor,Single,Delhi,Delhi
627,Vikram,Female,49,Business,Single,Mumbai,Maharashtra
628,Ananya,Female,21,Doctor,Married,Kolkata,Maharashtra
629,Manish,Male,35,Student,Single,Chennai,Maharashtra
630,Manish,Female,36,Student,Single,Chennai,West Bengal
631,Aarav,Female,52,Student,Single,Chennai,Maharashtra
632,Sneha,Male,57,IT Employee,Single,Mumbai,Delhi
633,Vikram,Female,31,IT Employee,Single,Mumbai,Karnataka
634,Aarav,Male,50,Doctor,Single,Bangalore,West Bengal
635,Diya,Female,31,Business,Married,Chennai,Tamil Nadu
636,Diya,Male,51,Business,Married,Chennai,Maharashtra
637,Aarav,Female,21,Student,Married,Mumbai,Karnataka
638,Manish,Female,41,Teacher,Single,Mumbai,Karnataka
639,Diya,Male,46,IT Employee,Single,Bangalore,West Bengal
640,Priya,Male,36,IT Employee,Single,Bangalore,Tamil Nadu
641,Ananya,Female,23,Student,Married,Bangalore,Delhi
642,Ananya,Male,50,IT Employee,Single,Bangalore,Karnataka
643,Priya,Male,57,Student,Married,Bangalore,Karnataka
644,Aarav,Male,36,Doctor,Single,Chennai,Karnataka
645,Priya,Male,18,Business,Single,Bangalore,Karnataka
646,Vikram,Female,22,Teacher,Single,Bangalore,West Bengal
647,Vikram,Female,44,Business,Married,Delhi,Tamil Nadu
648,Aarav,Male,33,Business,Single,Kolkata,Karnataka
649,Priya,Male,23,Doctor,Married,Delhi,Delhi
650,Vikram,Male,57,IT Employee,Single,Kolkata,Delhi
651,Manish,Male,30,Teacher,Single,Chennai,Maharashtra
652,Priya,Female,52,IT Employee,Married,Delhi,Karnataka
653,Manish,Female,36,Business,Single,Bangalore,Karnataka
654,Vikram,Male,29,Student,Single,Delhi,Karnataka
655,Ananya,Male,33,Business,Single,Delhi,Karnataka
656,Vikram,Male,27,IT Employee,Single,Chennai,Karnataka
657,Manish,Female,42,Business,Married,Bangalore,Delhi
658,Raj,Male,37,Student,Married,Bangalore,Tamil Nadu
659,Sneha,Female,48,Doctor,Single,Mumbai,Tamil Nadu
660,Diya,Male,21,IT Employee,Single,Mumbai,Maharashtra
661,Priya,Female,40,Business,Married,Mumbai,Delhi
662,Raj,Male,19,IT Employee,Single,Chennai,Karnataka
663,Vikram,Female,39,Doctor,Married,Delhi,Tamil Nadu
664,Ananya,Male,54,Business,Single,Bangalore,West Bengal
665,Aarav,Male,25,Business,Married,Bangalore,West Bengal
666,Vikram,Male,24,IT Employee,Married,Delhi,West Bengal
667,Ananya,Female,31,IT Employee,Married,Bangalore,Karnataka
668,Sneha,Male,20,Student,Married,Delhi,Karnataka
669,Vikram,Female,33,Doctor,Single,Chennai,Maharashtra
670,Manish,Female,36,Student,Single,Chennai,Maharashtra
671,Aarav,Male,35,Business,Married,Chennai,Maharashtra
672,Ananya,Male,33,IT Employee,Married,Delhi,West Bengal
673,Ananya,Male,25,Business,Married,Delhi,Karnataka
674,Ananya,Female,50,Business,Married,Kolkata,West Bengal
675,Sneha,Male,29,Teacher,Single,Bangalore,Maharashtra
676,Vikram,Female,28,Teacher,Married,Bangalore,Karnataka
677,Sneha,Female,22,Business,Married,Kolkata,Delhi
678,Priya,Male,44,IT Employee,Married,Kolkata,Tamil Nadu
679,Diya,Male,29,Business,Married,Chennai,Tamil Nadu
680,Diya,Male,34,Teacher,Married,Kolkata,Maharashtra
681,Priya,Female,23,IT Employee,Married,Delhi,West Bengal
682,Vikram,Female,50,Business,Married,Mumbai,Delhi
683,Manish,Male,22,Doctor,Single,Delhi,Karnataka
684,Sneha,Female,45,Doctor,Married,Kolkata,West Bengal
685,Aarav,Female,31,Business,Married,Bangalore,Maharashtra
686,Ananya,Female,22,IT Employee,Married,Delhi,West Bengal
687,Ananya,Male,50,Business,Single,Bangalore,Maharashtra
688,Vikram,Female,58,Business,Single,Delhi,Tamil Nadu
689,Manish,Female,36,Teacher,Single,Bangalore,Tamil Nadu
690,Diya,Female,39,Doctor,Married,Delhi,West Bengal
691,Diya,Female,22,Teacher,Married,Bangalore,Delhi
692,Ananya,Female,19,Teacher,Married,Mumbai,Karnataka
693,Vikram,Male,47,Business,Single,Chennai,Maharashtra
694,Sneha,Male,56,Teacher,Married,Delhi,Karnataka
695,Diya,Female,21,Doctor,Single,Mumbai,Tamil Nadu
696,Sneha,Female,50,Teacher,Single,Chennai,Delhi
697,Manish,Female,30,Doctor,Single,Delhi,Delhi
698,Diya,Male,37,Teacher,Single,Mumbai,Karnataka
699,Diya,Male,24,Doctor,Single,Mumbai,Tamil Nadu
700,Raj,Female,32,Teacher,Married,Mumbai,Karnataka
701,Diya,Male,40,Teacher,Married,Kolkata,West Bengal
702,Priya,Male,31,IT Employee,Single,Bangalore,Delhi
703,Aarav,Female,40,Doctor,Married,Chennai,Delhi
704,Priya,Male,36,Doctor,Married,Bangalore,West Bengal
705,Vikram,Male,46,Doctor,Single,Bangalore,Tamil Nadu
706,Vikram,Female,37,Student,Single,Bangalore,Delhi
707,Sneha,Male,46,Teacher,Married,Mumbai,Maharashtra
708,Priya,Male,41,Doctor,Married,Bangalore,Maharashtra
709,Priya,Female,35,Student,Married,Kolkata,Tamil Nadu
710,Priya,Male,27,IT Employee,Married,Delhi,West Bengal
711,Manish,Male,58,Doctor,Single,Mumbai,Karnataka
712,Diya,Female,25,Doctor,Married,Chennai,Tamil Nadu
713,Aarav,Female,43,Student,Single,Delhi,Karnataka
714,Sneha,Female,46,Teacher,Single,Delhi,Tamil Nadu
715,Priya,Male,27,IT Employee,Married,Delhi,Maharashtra
716,Priya,Female,34,Doctor,Married,Bangalore,West Bengal
717,Raj,Male,19,Teacher,Married,Bangalore,Maharashtra
718,Sneha,Female,23,IT Employee,Single,Mumbai,West Bengal
719,Priya,Male,22,Business,Single,Bangalore,Karnataka
720,Sneha,Female,45,Business,Single,Bangalore,Tamil Nadu
721,Diya,Female,58,IT Employee,Single,Bangalore,Delhi
722,Raj,Female,22,Student,Married,Mumbai,Delhi
723,Sneha,Female,35,IT Employee,Single,Mumbai,West Bengal
724,Aarav,Male,43,IT Employee,Single,Kolkata,West Bengal
725,Aarav,Female,37,Student,Married,Kolkata,Maharashtra
726,Pasti,Female,58,Student,Single,Kolkata,Delhi
727,Danu,Male,44,Teacher,Single,Kolkata,Maharashtra
728,Ammu,Female,29,Teacher,Married,Delhi,Karnataka
729,Vikram,Male,24,Student,Single,Delhi,Delhi
730,Sneha,Female,20,Business,Single,Kolkata,Delhi
731,Raj,Female,27,Business,Single,Kolkata,Delhi
732,Aarav,Female,51,IT Employee,Single,Chennai,Maharashtra
733,Aarav,Male,42,Doctor,Married,Delhi,West Bengal
734,Priya,Female,52,IT Employee,Single,Chennai,Delhi
735,Diya,Female,33,IT Employee,Married,Chennai,Maharashtra
736,Raj,Female,19,Doctor,Single,Bangalore,West Bengal
737,Sneha,Male,41,Student,Married,Mumbai,Tamil Nadu
738,Vikram,Male,27,Business,Married,Delhi,Delhi
739,Vikram,Female,55,IT Employee,Married,Kolkata,Karnataka
740,Sneha,Male,39,Doctor,Single,Kolkata,Tamil Nadu
741,Manish,Female,43,Teacher,Single,Mumbai,West Bengal
742,Ananya,Female,56,IT Employee,Single,Delhi,Delhi
743,Diya,Female,44,Business,Married,Kolkata,Delhi
744,Vikram,Female,46,Student,Single,Kolkata,Tamil Nadu
745,Raj,Female,55,IT Employee,Single,Bangalore,Delhi
746,Diya,Female,37,IT Employee,Single,Chennai,West Bengal
747,Raj,Female,44,Doctor,Single,Kolkata,Tamil Nadu
748,Manish,Male,58,Teacher,Married,Delhi,Karnataka
749,Aarav,Male,37,Teacher,Married,Mumbai,Tamil Nadu
750,Daya,Male,36,Student,Single,Bangalore,Tamil Nadu
751,Priya,Female,37,Business,Single,Delhi,Karnataka
752,Vikram,Male,52,Student,Single,Bangalore,West Bengal
753,Diya,Female,19,IT Employee,Married,Chennai,Maharashtra
754,Daya,Male,47,IT Employee,Single,Kolkata,Maharashtra
755,Diya,Female,51,Teacher,Married,Delhi,Karnataka
756,Ananya,Female,39,Business,Married,Mumbai,West Bengal
757,Diya,Female,20,Doctor,Single,Chennai,Delhi
758,Raj,Female,23,Business,Single,Chennai,Karnataka
759,Aarav,Male,32,IT Employee,Single,Bangalore,Maharashtra
760,Manish,Male,44,Doctor,Married,Chennai,West Bengal
761,Sneha,Female,27,Business,Married,Delhi,Tamil Nadu
762,Diya,Female,26,Business,Single,Bangalore,West Bengal
763,Vikram,Male,50,Doctor,Married,Chennai,West Bengal
764,Diya,Female,49,IT Employee,Single,Mumbai,Maharashtra
765,Vikram,Female,23,Business,Single,Delhi,Maharashtra
766,Raj,Female,58,Doctor,Married,Mumbai,Delhi
767,Vikram,Female,53,IT Employee,Married,Mumbai,Delhi
768,Priya,Male,19,Doctor,Married,Bangalore,Karnataka
769,Sneha,Female,46,Doctor,Married,Kolkata,Tamil Nadu
770,Aarav,Female,21,Business,Single,Bangalore,Delhi
771,Vikram,Male,38,IT Employee,Single,Delhi,Maharashtra
772,Vikram,Male,38,Business,Single,Delhi,West Bengal
773,Aarav,Female,43,Student,Single,Bangalore,Karnataka
774,Sneha,Male,42,Student,Single,Kolkata,Delhi
775,Diya,Female,27,IT Employee,Married,Bangalore,West Bengal
776,Vikram,Female,32,Doctor,Married,Delhi,West Bengal
777,Aarav,Male,39,Business,Married,Kolkata,Delhi
778,Priya,Female,38,Business,Single,Delhi,Tamil Nadu
779,Priya,Female,39,IT Employee,Married,Kolkata,Tamil Nadu
780,Raj,Female,53,IT Employee,Married,Kolkata,Karnataka
781,Aarav,Female,51,Student,Married,Bangalore,Tamil Nadu
782,Raj,Male,47,Teacher,Married,Bangalore,Karnataka
783,Priya,Male,42,IT Employee,Married,Bangalore,Maharashtra
784,Sneha,Female,45,Teacher,Married,Kolkata,Delhi
785,Diya,Male,18,IT Employee,Married,Kolkata,West Bengal
786,Aarav,Female,21,Doctor,Married,Delhi,Karnataka
787,Manish,Female,24,Doctor,Married,Mumbai,Tamil Nadu
788,Priya,Female,26,Student,Married,Bangalore,Karnataka
789,Priya,Female,53,Student,Married,Delhi,Karnataka
790,Manish,Female,36,Teacher,Married,Delhi,Tamil Nadu
791,Ananya,Male,18,IT Employee,Single,Chennai,Tamil Nadu
792,Priya,Female,27,Business,Single,Bangalore,Delhi
793,Vikram,Male,53,Student,Married,Delhi,West Bengal
794,Sneha,Male,26,Business,Married,Chennai,Delhi
795,Aarav,Female,59,Business,Married,Bangalore,Delhi
796,Manish,Female,49,IT Employee,Single,Kolkata,Tamil Nadu
797,Vikram,Female,49,Teacher,Single,Chennai,Tamil Nadu
798,Manish,Female,23,IT Employee,Single,Kolkata,West Bengal
799,Aarav,Female,55,Student,Married,Mumbai,Karnataka
800,Raj,Male,34,Business,Married,Mumbai,Delhi
801,Aarav,Female,27,IT Employee,Married,Mumbai,West Bengal
802,Ananya,Female,44,IT Employee,Married,Mumbai,Delhi
803,Aarav,Male,52,IT Employee,Single,Delhi,Karnataka
804,Aarav,Male,38,Student,Married,Mumbai,Delhi
805,Ananya,Female,42,Teacher,Single,Delhi,Maharashtra
806,Sneha,Male,45,IT Employee,Single,Delhi,West Bengal
807,Priya,Female,32,Student,Married,Bangalore,Tamil Nadu
808,Aarav,Male,21,Business,Single,Delhi,Delhi
809,Ananya,Male,46,Doctor,Single,Delhi,West Bengal
810,Vikram,Female,26,Student,Single,Mumbai,West Bengal
811,Raj,Male,44,Doctor,Single,Delhi,Delhi
812,Raj,Male,43,IT Employee,Married,Kolkata,Tamil Nadu
813,Aarav,Male,36,IT Employee,Married,Mumbai,Tamil Nadu
814,Sneha,Male,45,Student,Single,Chennai,Delhi
815,Sneha,Male,34,Doctor,Married,Mumbai,West Bengal
816,Vikram,Male,58,IT Employee,Single,Bangalore,Tamil Nadu
817,Aarav,Female,59,Business,Married,Bangalore,Delhi
818,Raj,Female,37,Teacher,Married,Mumbai,Delhi
819,Sneha,Male,57,Teacher,Married,Kolkata,Delhi
820,Aarav,Female,56,IT Employee,Married,Chennai,West Bengal
821,Manish,Female,40,Doctor,Married,Chennai,Tamil Nadu
822,Sneha,Female,49,IT Employee,Single,Bangalore,West Bengal
823,Ananya,Male,50,Doctor,Married,Bangalore,Maharashtra
824,Manish,Female,22,Business,Single,Mumbai,Tamil Nadu
825,Priya,Male,51,Doctor,Single,Bangalore,West Bengal
826,Sneha,Female,57,IT Employee,Married,Kolkata,Tamil Nadu
827,Raj,Male,28,Business,Single,Bangalore,Maharashtra
828,Diya,Male,20,Student,Married,Kolkata,Karnataka
829,Manish,Female,50,Teacher,Single,Bangalore,Delhi
830,Priya,Female,28,IT Employee,Single,Bangalore,West Bengal
831,Vikram,Male,33,IT Employee,Married,Bangalore,Maharashtra
832,Vikram,Female,35,IT Employee,Married,Delhi,Maharashtra
833,Raj,Female,47,Business,Married,Delhi,Tamil Nadu
834,Sneha,Female,27,Student,Married,Bangalore,Tamil Nadu
835,Aarav,Male,35,Doctor,Single,Kolkata,Delhi
836,Sneha,Male,55,Student,Married,Mumbai,Tamil Nadu
837,Raj,Female,36,Business,Single,Chennai,West Bengal
838,Vikram,Female,53,IT Employee,Single,Delhi,West Bengal
839,Sneha,Female,30,Teacher,Single,Bangalore,West Bengal
840,Vikram,Male,20,IT Employee,Single,Chennai,Karnataka
841,Manish,Male,27,Doctor,Single,Delhi,West Bengal
842,Priya,Female,55,Teacher,Single,Mumbai,Tamil Nadu
843,Aarav,Female,18,IT Employee,Married,Kolkata,Tamil Nadu
844,Manish,Female,44,Teacher,Single,Bangalore,West Bengal
845,Vikram,Female,25,Student,Single,Mumbai,Maharashtra
846,Vikram,Female,59,Business,Single,Delhi,Maharashtra
847,Diya,Female,34,IT Employee,Married,Bangalore,Maharashtra
848,Diya,Male,26,Doctor,Married,Chennai,Delhi
849,Manish,Female,23,Student,Single,Kolkata,Karnataka
850,Ananya,Male,42,IT Employee,Married,Delhi,West Bengal
851,Manish,Female,56,Student,Single,Kolkata,Delhi
852,Diya,Female,45,Doctor,Married,Bangalore,Maharashtra
853,Vikram,Male,50,IT Employee,Single,Mumbai,West Bengal
854,Raj,Male,54,Doctor,Married,Kolkata,Delhi
855,Manish,Male,26,Teacher,Married,Chennai,Tamil Nadu
856,Vikram,Male,35,Doctor,Married,Delhi,Maharashtra
857,Raj,Female,38,Teacher,Single,Chennai,Delhi
858,Raj,Male,19,IT Employee,Single,Kolkata,Tamil Nadu
859,Diya,Female,55,Teacher,Single,Mumbai,Maharashtra
860,Manish,Male,57,IT Employee,Married,Mumbai,Karnataka
861,Sneha,Female,53,IT Employee,Married,Chennai,Maharashtra
862,Aarav,Female,54,Business,Single,Bangalore,Karnataka
863,Diya,Female,32,IT Employee,Married,Bangalore,Karnataka
864,Diya,Female,45,Teacher,Single,Mumbai,Karnataka
865,Sneha,Female,35,Business,Single,Chennai,West Bengal
866,Aarav,Female,51,Business,Single,Chennai,West Bengal
867,Vikram,Male,39,IT Employee,Single,Chennai,Karnataka
868,Ananya,Female,28,Doctor,Married,Kolkata,Tamil Nadu
869,Manish,Male,30,Doctor,Married,Bangalore,Karnataka
870,Ananya,Male,21,Business,Married,Bangalore,Delhi
871,Vikram,Female,39,IT Employee,Single,Kolkata,Karnataka
872,Priya,Male,24,Doctor,Married,Delhi,West Bengal
873,Diya,Female,41,IT Employee,Single,Kolkata,West Bengal
874,Aarav,Male,21,IT Employee,Single,Chennai,Delhi
875,Diya,Female,45,Business,Single,Kolkata,Delhi
876,Raj,Male,32,Business,Single,Chennai,Maharashtra
877,Diya,Female,18,Student,Single,Mumbai,Tamil Nadu
878,Diya,Female,20,Doctor,Single,Chennai,Tamil Nadu
879,Vikram,Female,31,Doctor,Married,Bangalore,Tamil Nadu
880,Vikram,Female,55,Doctor,Married,Kolkata,West Bengal
881,Vikram,Male,18,Teacher,Married,Chennai,Tamil Nadu
882,Ananya,Female,55,IT Employee,Married,Delhi,Maharashtra
883,Raj,Male,55,Business,Single,Mumbai,Maharashtra
884,Priya,Male,38,Doctor,Single,Delhi,Tamil Nadu
885,Priya,Male,46,Student,Married,Delhi,Delhi
886,Vikram,Female,22,Doctor,Married,Delhi,Maharashtra
887,Aarav,Male,27,IT Employee,Married,Mumbai,Delhi
888,Ananya,Male,45,IT Employee,Married,Mumbai,West Bengal
889,Sneha,Male,38,Business,Married,Mumbai,Maharashtra
890,Aarav,Female,24,Teacher,Married,Mumbai,Delhi
891,Manish,Female,20,Business,Married,Delhi,Tamil Nadu
892,Manish,Male,37,Doctor,Married,Bangalore,West Bengal
893,Aarav,Female,36,Student,Single,Bangalore,Karnataka
